rule,type,coef,support,importance
sphere> 0.5,rule,-2.1497354566518148,0.5371900826446281,1.0718903005865685
corona_mv_total> 38.33705139160156 & clogp_corona<= 0.7300000041723251 & mon_core_psa<= 46.58311080932617 & salt<= 0.20000000670552254,rule,-1.1101357392125122,0.8140495867768595,0.4319167915357215
dp_corona<= 112.5 & mon_core_psa<= 46.575523376464844 & clogp_corona<= 0.7300000041723251 & salt<= 0.15000000596046448,rule,-1.0211583463266454,0.8884297520661157,0.32149841591534223
mon_corona_mv<= 0.7838499844074249 & ratio_mass> 0.12851683795452118 & conc> 18.75 & sphere<= 0.5,rule,2.2937598213282535,0.01652892561983471,0.29244961189619706
corona_mv_total<= 107.5754508972168 & clogp_corona<= 0.7300000041723251,rule,-0.7226615154758023,0.9090909090909091,0.2077505787502323
core_mw_total<= 33858.7998046875 & salt<= 0.15000000596046448 & conc> 17.5 & clogp_corona> 0.125,rule,1.833092145730403,0.012396694214876033,0.20282828029207958
clogp_corona> -1.0511450171470642,rule,-0.4081901754487016,0.7066115702479339,0.18585506930882537
mon_corona_psa<= 47.970001220703125 & sphere<= 0.5 & mon_corona_mw> 103.54499816894531,rule,1.570267859145809,0.012396694214876033,0.17374725553775386
mon_corona_mv> 0.7838499844074249 & clogp_corona<= 0.7300000041723251 & mon_core_psa<= 46.58311080932617 & salt<= 0.20000000670552254,rule,-0.4512773299546014,0.8305785123966942,0.16928485592815312
clogp_core> 1.1115124821662903 & mon_core_apol<= 24.329925537109375 & salt<= 0.20000000670552254 & sphere<= 0.5 & conc<= 12.5,rule,1.0311080706541942,0.024793388429752067,0.16033208742843422
clogp_core<= 1.1115124821662903 & salt<= 0.20000000670552254,rule,-0.35948686089810294,0.731404958677686,0.15933492021856493
mon_corona_mv> 0.7838499844074249 & salt<= 0.15000000596046448 & clogp_corona<= 0.7300000041723251 & mon_core_psa<= 46.58311080932617,rule,-0.40897894354040387,0.8429752066115702,0.1487964139871447
core_mw_total> 8379.31982421875 & conc> 6.25 & salt<= 0.20000000670552254,rule,-0.43786568619412647,0.9173553719008265,0.12056382881279196
corona_mv_total> 107.5754508972168 & sphere<= 0.5,rule,1.2356683833044897,0.008264462809917356,0.11186833836889405
mon_core_psa<= 46.575523376464844 & ratio_mass<= 0.35590288043022156,rule,-0.3230445381802707,0.8760330578512396,0.10645733609386453
mon_corona_mv> 0.7838499844074249 & mon_corona_apol> 11.84615421295166 & salt<= 0.15000000596046448 & clogp_corona<= 0.7300000041723251 & mon_core_psa<= 46.58311080932617,rule,-0.20278048794716064,0.859504132231405,0.07046637388137256
ratio_mass> 0.13420390337705612 & sphere<= 0.5 & clogp_corona<= 0.7300000041723251 & mon_corona_mv<= 0.7838499844074249 & conc> 18.75,rule,0.49467713862054846,0.01652892561983471,0.06307030747435767
clogp_core<= 1.1106500029563904,rule,-0.10665553722119474,0.7107438016528925,0.0483594424442759
dp_corona<= 112.5 & mon_core_psa<= 46.575523376464844 & clogp_corona<= 0.7300000041723251 & core_mw_total> 8440.11962890625,rule,-0.1408853695843314,0.8677685950413223,0.047723816389245145
clogp_corona<= -1.0450000166893005 & sphere<= 0.5 & clogp_core> 1.1106500029563904,rule,0.18570312663789956,0.02066115702479339,0.02641575482644294
clogp_core<= 1.110099971294403,rule,-0.036161768637840104,0.7644628099173554,0.015344671282940028
