rule,type,coef,support,importance
core_mw_total> 16161.47509765625 & clogp_core<= 1.3700000047683716 & dp_corona<= 62.5 & mon_corona_apol<= 23.610912322998047,rule,-1.582366787762573,0.2987551867219917,0.7242686996199219
dp_corona> 27.5 & dp_corona<= 64.5 & temp> 47.0 & core_mw_total> 6051.35986328125 & mon_core_mw<= 145.30955505371094,rule,-1.3705485862997386,0.4149377593360996,0.6752847618518384
mon_core_apol> 21.180723190307617 & charged> 0.5 & mon_core_mw<= 144.8274154663086 & dp_core> 42.0 & salt<= 0.20000000670552254 & conc<= 14.25 & mon_core_mw<= 144.5525894165039,rule,1.811936434693654,0.14107883817427386,0.6307402510301398
corona_mw_total<= 12760.52978515625 & conc> 16.5 & core_mw_total> 16317.32470703125 & clogp_core<= 1.3299999833106995,rule,-1.3198322236073847,0.3029045643153527,0.6064817765107844
corona_mv_total> 78.31544876098633 & ratio_mass<= 0.3224407732486725 & mon_core_mv<= 1.1879655122756958 & conc<= 16.100000381469727 & mon_core_mw<= 146.474853515625,rule,1.905455368977033,0.1078838174273859,0.5911363180527416
corona_mv_total<= 78.31544876098633 & charged> 0.5 & ratio_mass<= 0.3224407732486725 & conc<= 16.100000381469727 & corona_mw_total<= 9204.02490234375 & mon_core_mw<= 146.474853515625,rule,2.735957385744318,0.04564315352697095,0.571021613301154
corona_mv_total<= 46.47684860229492 & conc> 6.25 & ratio_vol<= 0.42269572615623474,rule,-1.5659677329450614,0.15767634854771784,0.5706969923782568
clogp_core<= 1.4000000357627869 & mon_core_psa<= 47.144775390625 & conc<= 27.5 & conc> 6.25 & corona_mv_total<= 77.73125076293945,rule,-1.0773121628562041,0.5726141078838174,0.5329453484504194
mon_corona_psa> 64.99999046325684 & ratio_mass<= 0.32481013238430023 & mon_core_mw<= 144.89492797851562 & dp_corona> 27.0 & corona_mw_total<= 15904.21533203125,rule,-1.0870877506477346,0.37344398340248963,0.5258444419766356
ratio_vol<= 0.6271736919879913 & conc> 16.5 & ratio_mass<= 0.28242017328739166 & mon_core_psa> 41.029998779296875 & corona_mv_total> 77.73125076293945 & corona_mw_total<= 12760.52978515625,rule,-1.97082920322456,0.06639004149377593,0.49066287217208965
charged<= 0.5 & dp_corona<= 61.0 & dp_core> 104.0 & mon_core_psa> 30.91499900817871,rule,-1.1383947724015278,0.22821576763485477,0.47776426944428557
core_mv_total> 93.6150016784668 & core_mv_total<= 233.94070434570312,rule,0.9638421829966722,0.35684647302904565,0.4617468714883553
conc<= 22.5 & dp_core> 250.5 & ratio_mass<= 0.325008288025856,rule,0.9258567008685739,0.3112033195020747,0.4286584677729817
core_mw_total<= 36019.375 & mon_core_mw<= 144.89492797851562 & ratio_vol> 0.11995434388518333 & dp_corona> 27.0,rule,-0.8616271618931762,0.3900414937759336,0.42026665443234407
ratio_vol<= 0.6271736919879913 & dp_corona> 28.5 & mon_core_mw> 136.05999755859375 & core_mw_total<= 18730.0751953125,rule,0.8162888507148651,0.21991701244813278,0.33809884066803847
mon_core_mw> 144.89492797851562,rule,0.795606744242924,0.22821576763485477,0.3339021613093776
core_mv_total<= 247.16400146484375 & core_mv_total> 100.13249969482422,rule,0.6615221751576854,0.4066390041493776,0.3249439241948489
ratio_mass> 0.14643020927906036 & clogp_corona<= -5.230000019073486 & conc> 14.25 & mon_core_mw<= 144.8274154663086 & dp_core> 42.0 & conc<= 27.5 & core_mv_total<= 416.5274963378906 & corona_mw_total<= 12760.52978515625,rule,1.537158667312291,0.04149377593360996,0.3065544646550206
clogp_core> 0.6649999916553497 & ratio_mass<= 0.6375802457332611 & corona_mw_total> 6246.945068359375,rule,0.7301618142761348,0.7717842323651453,0.30643607492841607
core_mv_total> 153.08204650878906 & clogp_corona<= 0.6400000005960464 & corona_mv_total> 32.95805072784424 & conc> 14.25 & clogp_core<= 1.5199999809265137 & ratio_mass<= 0.3279055804014206 & corona_mw_total<= 12760.52978515625,rule,-0.6151216413168227,0.34024896265560167,0.29144019746781663
