rule,type,coef,support,importance
ratio_vol> 0.21998007595539093 & sphere> 0.5,rule,-1.3309799015479493,0.31092436974789917,0.6160732106068234
ratio_vol<= 0.38812877237796783 & clogp_core<= 1.1399999856948853 & dp_corona<= 61.0 & mon_core_mw> 136.91849517822266 & clogp_corona> -5.230000019073486 & ratio_vol> 0.21378567814826965,rule,1.308069875592096,0.2773109243697479,0.5855853164972277
corona_mw_total> 5985.85498046875 & mon_core_psa<= 46.78045082092285 & mon_core_mw> 144.07749938964844,rule,-1.239273043819369,0.7016806722689075,0.5669926851971171
mon_core_psa<= 46.78045082092285 & dp_corona> 34.5 & sphere<= 0.5 & ratio_vol<= 0.21378567814826965 & dp_core> 146.0,rule,-1.4618067383289548,0.16806722689075632,0.5466075086330138
mon_corona_psa> 56.685001373291016 & mon_core_mw<= 146.06500244140625 & ratio_vol<= 0.40186668932437897 & conc> 11.25,rule,1.0825822729944967,0.36134453781512604,0.5200618228648308
corona_mw_total> 8621.27001953125 & clogp_core<= 1.4000000357627869 & mon_corona_apol<= 58.23068809509277 & ratio_mass<= 0.4341815710067749 & conc> 12.75 & core_mw_total<= 40126.279296875,rule,1.3955095504604567,0.1638655462184874,0.5165527734513581
core_mv_total> 65.43949890136719 & clogp_core> 1.1399999856948853,rule,-1.1810058134868473,0.2184873949579832,0.48801505762850556
clogp_core<= 1.1184750199317932 & clogp_corona> -2.7300000190734863 & clogp_core<= 1.1225000023841858 & charged> 0.5,rule,-1.4125798761916595,0.13445378151260504,0.48188638623531244
corona_mw_total<= 12760.52978515625 & core_mv_total<= 414.1575012207031 & clogp_core<= 1.1399999856948853 & charged<= 0.5 & ratio_mass> 0.14501041918992996 & ratio_vol<= 0.3082078844308853,rule,1.1436321242415393,0.2184873949579832,0.472571506968082
corona_mv_total> 50.81744956970215 & clogp_core<= 1.1225000023841858 & clogp_core<= 1.1022250056266785,rule,-0.8853427021855877,0.6680672268907563,0.41691408017876774
ratio_mass> 0.16329746693372726 & clogp_core<= 1.1299999952316284 & corona_mw_total<= 5957.905029296875,rule,1.5416912865410604,0.07563025210084033,0.4076317972616189
mon_core_psa<= 37.18000030517578 & sphere<= 0.5 & ratio_vol<= 0.32360249757766724 & core_mw_total<= 24690.060546875,rule,-2.7854357314685756,0.02100840336134454,0.3994653811444941
