Entry no,corona_GMA,corona_MPC,corona_AcETMAC,corona_MAA,corona_DMA,corona_PEG,corona_CysMA,corona_GluMA,corona_DMAPS,corona_AEMA,corona_QDMAEMA,corona_HPMAm,corona_KSPMA,corona_MAcEPyr,corona_DSDMA,clogp_corona,mon_corona_mw,mon_corona_apol,mon_corona_mv,mon_corona_psa,dp_corona,corona_mw_total,corona_mv_total,core_BzMA,core_DAAM,core_EGEMA,core_GlyMA,core_HBMA,core_HEMA,core_HPMA,core_MEMA,core_PhA,core_TFMA,core_EGDMA,core_cyclic,clogp_core,mon_core_mw,mon_core_apol,mon_core_mv,mon_core_psa,dp_core,core_mw_total,core_mv_total,ratio_mass,ratio_vol,conc,ph,salt,charged,temp,initiator,sphere,worm,vesicle,other,cophases
155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,218,36865.98,319.3482,0.134845926,0.138556781,20,2.5,0,0,70,ACVA,0,0,1,0,0
156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,225,38049.75,329.6025,0.131201136,0.13482732,20,2.5,0,0,70,ACVA,0,0,1,0,0
157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,228,38557.08,333.9972,0.129698708,0.133289738,20,2.5,0,0,70,ACVA,0,0,1,0,0
158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,230,38895.3,336.927,0.128716061,0.132284019,20,2.5,0,0,70,ACVA,0,0,1,0,0
159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,230,38895.3,336.927,0.128716061,0.132284019,20,2.5,0,0,70,ACVA,0,0,1,0,0
160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,342,57835.62,500.9958,0.090372887,0.092991426,20,2.5,0,0,70,ACVA,0,0,1,0,0
161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,68,6736.76,60.2208,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,78,13190.58,114.2622,0.338066195,0.345138495,20,2.5,0,0,70,ACVA,1,0,0,0,0
162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,68,6736.76,60.2208,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,104,17587.44,152.3496,0.276957104,0.283298145,20,2.5,0,0,70,ACVA,1,0,0,0,0
163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,68,6736.76,60.2208,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,157,26550.27,229.9893,0.202383932,0.207507595,20,2.5,0,0,70,ACVA,1,0,0,0,0
164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,68,6736.76,60.2208,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,207,35005.77,303.2343,0.161388397,0.165689792,20,2.5,0,0,70,ACVA,1,0,0,0,0
165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,68,6736.76,60.2208,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,413,69842.43,605.0037,0.087971158,0.090527033,20,2.5,0,0,70,ACVA,1,0,0,0,0
166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,68,6736.76,60.2208,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,620,104848.2,908.238,0.060373369,0.062182098,20,2.5,0,0,70,ACVA,1,0,0,0,0
167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,77,7628.39,68.1912,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,75,12683.25,109.8675,0.375567409,0.382970335,20,2.5,0,0,70,ACVA,1,0,0,0,0
168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,77,7628.39,68.1912,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,100,16911,146.49,0.310863066,0.317639365,20,2.5,0,0,70,ACVA,1,0,0,0,0
169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,77,7628.39,68.1912,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,149,25197.39,218.2701,0.232390213,0.238046815,20,2.5,0,0,70,ACVA,1,0,0,0,0
170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,77,7628.39,68.1912,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,198,33483.78,290.0502,0.185550653,0.190349859,20,2.5,0,0,70,ACVA,1,0,0,0,0
171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,77,7628.39,68.1912,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,297,50225.67,435.0753,0.131855742,0.135497197,20,2.5,0,0,70,ACVA,1,0,0,0,0
172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,77,7628.39,68.1912,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,396,66967.56,580.1004,0.10226279,0.105186,20,2.5,0,0,70,ACVA,1,0,0,0,0
173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,77,7628.39,68.1912,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,495,83709.45,725.1255,0.083518397,0.085957096,20,2.5,0,0,70,ACVA,1,0,0,0,0
174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,77,7628.39,68.1912,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,588,99436.68,861.3612,0.071250035,0.073359178,20,2.5,0,0,70,ACVA,1,0,0,0,0
175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16,44.03,6.989172,0.3405,12.53,113,4975.39,38.4765,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,100,14408,118.5,0.256683171,0.245109937,10,7,0,0,50,VA-044,1,0,0,0,0
176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16,44.03,6.989172,0.3405,12.53,113,4975.39,38.4765,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,150,21612,177.75,0.187133449,0.177945349,10,7,0,0,50,VA-044,1,0,0,0,0
177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16,44.03,6.989172,0.3405,12.53,113,4975.39,38.4765,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.147238394,0.139672531,10,7,0,0,50,VA-044,0,1,0,0,0
178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16,44.03,6.989172,0.3405,12.53,113,4975.39,38.4765,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,250,36020,296.25,0.121364622,0.11494907,10,7,0,0,50,VA-044,0,0,1,0,0
179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16,44.03,6.989172,0.3405,12.53,113,4975.39,38.4765,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.103225165,0.097661916,10,7,0,0,50,VA-044,0,0,1,0,0
180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16,44.03,6.989172,0.3405,12.53,113,4975.39,38.4765,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,350,50428,414.75,0.089802989,0.084894639,10,7,0,0,50,VA-044,0,0,1,0,0
181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27,295.12,43.571446,2.2291,94.7,53,15641.36,118.1423,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,50,7204,59.25,0.684662444,0.665994522,10,7,0,1,70,V-501,0,0,0,0,0
182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27,295.12,43.571446,2.2291,94.7,53,15641.36,118.1423,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,108,15560.64,127.98,0.501293507,0.480014611,10,7,0,1,70,V-501,1,0,0,0,0
183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27,295.12,43.571446,2.2291,94.7,53,15641.36,118.1423,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,203,29248.24,240.555,0.348440619,0.329364899,10,7,0,1,70,V-501,1,0,0,0,0
184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27,295.12,43.571446,2.2291,94.7,53,15641.36,118.1423,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,296,42647.68,350.76,0.268341355,0.251955045,10,7,0,1,70,V-501,1,0,0,0,0
185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27,295.12,43.571446,2.2291,94.7,53,15641.36,118.1423,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,404,58208.32,478.74,0.21179997,0.197932323,10,7,0,1,70,V-501,1,0,0,0,0
186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27,295.12,43.571446,2.2291,94.7,155,45743.6,345.5105,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,204,29392.32,241.74,0.608811338,0.588352841,10,7,0,1,70,V-501,1,0,0,0,0
187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,0,1,0,0,0,0,0,0,0.64,130.06,19.63393,1.0441,46.53,75,9754.5,78.3075,0.496118025,0.48795033,10,7,0,1,70,ACVA,0,0,0,0,0
188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,0,1,0,0,0,0,0,0,0.64,130.06,19.63393,1.0441,46.53,125,16257.5,130.5125,0.371367698,0.363771087,10,7,0,1,70,ACVA,0,0,0,0,0
189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,0,1,0,0,0,0,0,0,0.64,130.06,19.63393,1.0441,46.53,175,22760.5,182.7175,0.296749236,0.289974916,10,7,0,1,70,ACVA,0,0,0,0,0
190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,0,1,0,0,0,0,0,0,0.64,130.06,19.63393,1.0441,46.53,215,27962.9,224.4815,0.255654549,0.249485546,10,7,0,1,70,ACVA,0,0,0,0,0
191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,0,1,0,0,0,0,0,0,0.64,130.06,19.63393,1.0441,46.53,255,33165.3,266.2455,0.22455722,0.218917908,10,7,0,1,70,ACVA,0,0,0,0,0
192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,0,1,0,0,0,0,0,0,0.64,130.06,19.63393,1.0441,46.53,300,39018,313.23,0.197527056,0.192398131,10,7,0,1,70,ACVA,0,0,0,0,0
193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,0,1,0,0,0,0,0,0,0.64,130.06,19.63393,1.0441,46.53,500,65030,522.05,0.128683633,0.125063687,10,7,0,1,70,ACVA,0,0,0,0,0
194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,75,11856.75,99.4425,0.447519798,0.428703153,10,7,0,1,70,ACVA,1,0,0,0,0
195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,125,19761.25,165.7375,0.327057818,0.310459957,10,7,0,1,70,ACVA,1,0,0,0,0
196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,175,27665.75,232.0325,0.25769286,0.243342263,10,7,0,1,70,ACVA,1,0,0,0,0
197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,300,47427,397.77,0.168402559,0.157966265,10,7,0,1,70,ACVA,1,0,0,0,0
198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,400,63236,530.36,0.131853015,0.123345819,10,7,0,1,70,ACVA,1,0,0,0,0
199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,500,79045,662.95,0.108339387,0.101172496,10,7,0,1,70,ACVA,1,0,0,0,0
200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,50,7204,59.25,0.590498008,0.561005427,10,7,0,1,70,ACVA,1,0,0,0,0
201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,100,14408,118.5,0.418940882,0.389859307,10,7,0,1,70,ACVA,1,0,0,0,0
202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,150,21612,177.75,0.324627111,0.298726661,10,7,0,1,70,ACVA,0,1,0,0,0
203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.264974837,0.242127479,10,7,0,1,70,ACVA,0,1,1,0,1
204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,250,36020,296.25,0.22384239,0.203559451,10,7,0,1,70,ACVA,0,0,1,0,0
205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.193764094,0.175590044,10,7,0,1,70,ACVA,0,0,1,0,0
206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,100,14408,118.5,0.418940882,0.389859307,15,7,0,1,70,ACVA,1,0,0,0,0
207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,125,18010,148.125,0.365802642,0.338262394,15,7,0,1,70,ACVA,1,1,0,0,1
208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,150,21612,177.75,0.324627111,0.298726661,15,7,0,1,70,ACVA,0,1,0,0,0
209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,175,25214,207.375,0.29178335,0.267465581,15,7,0,1,70,ACVA,0,1,0,0,0
210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.264974837,0.242127479,15,7,0,1,70,ACVA,0,1,1,0,1
211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,225,32418,266.625,0.24267803,0.221174701,15,7,0,1,70,ACVA,0,1,1,0,1
212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,250,36020,296.25,0.22384239,0.203559451,15,7,0,1,70,ACVA,0,0,1,0,0
213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.193764094,0.175590044,15,7,0,1,70,ACVA,0,0,1,0,0
214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,50,7204,59.25,0.590498008,0.561005427,20,7,0,1,70,ACVA,1,0,0,0,0
215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,100,14408,118.5,0.418940882,0.389859307,20,7,0,1,70,ACVA,1,0,0,0,0
216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,125,18010,148.125,0.365802642,0.338262394,20,7,0,1,70,ACVA,1,1,0,0,1
217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,150,21612,177.75,0.324627111,0.298726661,20,7,0,1,70,ACVA,0,1,0,0,0
218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,165,23773.2,195.525,0.304089716,0.279150576,20,7,0,1,70,ACVA,0,1,0,0,0
219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,225,32418,266.625,0.24267803,0.221174701,20,7,0,1,70,ACVA,0,1,1,0,1
220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,250,36020,296.25,0.22384239,0.203559451,20,7,0,1,70,ACVA,0,1,1,0,1
221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.88,335.1,46.496653,2.4425,165.9,31,10388.1,75.7175,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.193764094,0.175590044,20,7,0,1,70,ACVA,0,0,1,0,0
222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,100,14408,118.5,0.474995992,0.429203949,10,7,0,1,70,ACVA,1,0,0,0,0
223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,175,25214,207.375,0.340803564,0.300542566,10,7,0,1,70,ACVA,1,0,0,0,0
224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,225,32418,266.625,0.286789165,0.250484497,10,7,0,1,70,ACVA,1,0,0,0,0
225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.231704456,0.200413491,10,7,0,1,70,ACVA,1,0,0,0,0
226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,100,14408,118.5,0.474995992,0.429203949,15,7,0,1,70,ACVA,1,0,0,0,0
227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,175,25214,207.375,0.340803564,0.300542566,15,7,0,1,70,ACVA,1,0,0,0,0
228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.231704456,0.200413491,15,7,0,1,70,ACVA,1,0,0,0,0
229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,100,14408,118.5,0.474995992,0.429203949,20,7,0,1,70,ACVA,1,0,0,0,0
230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,175,25214,207.375,0.340803564,0.300542566,20,7,0,1,70,ACVA,1,0,0,0,0
231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,225,32418,266.625,0.286789165,0.250484497,20,7,0,1,70,ACVA,1,0,0,0,0
232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.55,543.15,93.82579,3.7127,264.23,24,13035.6,89.1048,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.231704456,0.200413491,20,7,0,1,70,ACVA,1,0,0,0,0
233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,201,28960.08,238.185,0.268061222,0.253568805,10,7,0,1,70,ACVA,1,0,0,0,0
234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,304,43800.32,360.24,0.194943251,0.183413298,10,7,0,1,70,ACVA,1,0,0,0,0
235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,403,58064.24,477.555,0.15445049,0.144884473,10,7,0,1,70,ACVA,1,0,0,0,0
236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,313,45097.04,370.905,0.190405151,0.179083897,12.5,7,0,1,70,ACVA,1,0,0,0,0
237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,396,57055.68,469.26,0.156752711,0.147068906,12.5,7,0,1,70,ACVA,1,0,1,0,1
238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,286,41206.88,338.91,0.2047009,0.192731992,13.5,7,0,1,70,ACVA,1,0,1,0,1
239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,302,43512.16,357.87,0.195981252,0.184403968,13.5,7,0,1,70,ACVA,1,0,1,0,1
