Entry no,corona_GMA,corona_MPC,corona_AcETMAC,corona_MAA,corona_DMA,corona_PEG,corona_CysMA,corona_GluMA,corona_DMAPS,corona_AEMA,corona_QDMAEMA,corona_HPMAm,corona_KSPMA,corona_MAcEPyr,corona_DSDMA,clogp_corona,mon_corona_mw,mon_corona_apol,mon_corona_mv,mon_corona_psa,dp_corona,corona_mw_total,corona_mv_total,core_BzMA,core_DAAM,core_EGEMA,core_GlyMA,core_HBMA,core_HEMA,core_HPMA,core_MEMA,core_PhA,core_TFMA,core_EGDMA,core_cyclic,clogp_core,mon_core_mw,mon_core_apol,mon_core_mv,mon_core_psa,dp_core,core_mw_total,core_mv_total,ratio_mass,ratio_vol,conc,ph,salt,charged,temp,initiator,sphere,worm,vesicle,other,cophases
71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.13,193.09,29.632688,1.598,26.3,100,19309,159.8,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,2000,338220,2929.8,0.054006808,0.051721906,20,7,0,0,56,AIBA,1,0,0,0,0
72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,175,25214,207.375,0.214443962,0.205015371,10,3.5,0,0,70,ACVA,0,0,1,0,0
73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.192806747,0.184106533,10,3.5,0,0,70,ACVA,0,0,1,0,0
74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,225,32418,266.625,0.175135703,0.167067838,10,3.5,0,0,70,ACVA,0,0,1,0,0
75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,250,36020,296.25,0.160431867,0.152915785,10,3.5,0,0,70,ACVA,0,0,1,0,0
76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,56,8963.92,69.6472,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,144,20747.52,170.64,0.301699278,0.289849813,15,7,0,0,50,VA-044,0,1,0,0,0
77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,56,8963.92,69.6472,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,180,25934.4,213.3,0.25685821,0.246149105,10,7,0,0,70,ACVA,0,0,1,0,0
78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,48,7683.36,59.6976,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,50,8402,51.925,0.477661675,0.534816426,10,7,0,0,70,ACVA,1,0,0,0,0
79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,28,4481.96,34.8236,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,100,16804,103.85,0.210559449,0.251119175,20,7,0,0,70,ACVA,1,0,0,0,0
80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,28,4481.96,34.8236,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,200,33608,207.7,0.117667753,0.1435885,20,7,0,0,70,ACVA,1,0,0,0,0
81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,28,4481.96,34.8236,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,300,50412,311.55,0.081647598,0.100537685,20,7,0,0,70,ACVA,1,0,0,0,0
82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,28,4481.96,34.8236,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,400,67216,415.4,0.062511681,0.077347345,20,7,0,0,70,ACVA,1,0,0,0,0
83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,28,4481.96,34.8236,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,500,84020,519.25,0.050642494,0.062850134,20,7,0,0,70,ACVA,1,0,0,0,0
84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,400,67216,415.4,0.092889365,0.114057334,20,7,0,0,70,ACVA,1,0,0,0,0
85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,600,100824,623.1,0.06390494,0.079043382,20,7,0,0,70,ACVA,1,0,0,0,0
86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,800,134432,830.8,0.048706857,0.060477625,20,7,0,0,70,ACVA,1,0,0,0,0
87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,1000,168040,1038.5,0.039348797,0.048974472,20,7,0,0,70,ACVA,1,0,0,0,0
88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,123,20668.92,127.7355,0.327912782,0.380191335,20,7,0,0,70,ACVA,1,0,0,0,0
89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,184,30919.36,191.084,0.245938605,0.290802937,20,7,0,0,70,ACVA,1,0,0,0,0
90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,246,41337.84,255.471,0.196109855,0.234713731,20,7,0,0,70,ACVA,1,0,0,0,0
91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,369,62006.76,383.2065,0.139884122,0.169757275,20,7,0,0,70,ACVA,1,0,0,0,0
92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,400,67216,415.4,0.130457393,0.158688826,20,7,0,0,70,ACVA,1,0,0,0,0
93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,430,72257.2,446.555,0.122470401,0.149270129,20,7,0,0,70,ACVA,1,0,0,0,0
94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,492,82675.68,510.942,0.108714966,0.132960719,20,7,0,0,70,ACVA,1,0,0,0,0
95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,615,103344.6,638.6775,0.088905034,0.109274416,20,7,0,0,70,ACVA,1,0,0,0,0
96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,737,123845.48,765.3745,0.075296187,0.092865399,20,7,0,0,70,ACVA,1,0,0,0,0
97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,983,165183.32,1020.8455,0.057537175,0.071282023,20,7,0,0,70,ACVA,1,0,0,0,0
98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,1106,185852.24,1148.581,0.051467707,0.063860887,20,7,0,0,70,ACVA,1,0,0,0,0
99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,98,15686.86,121.8826,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,400,67216,415.4,0.189219769,0.226850079,20,7,0,0,70,ACVA,1,0,0,0,0
100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,98,15686.86,121.8826,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,600,100824,623.1,0.134638608,0.163604626,20,7,0,0,70,ACVA,1,0,0,0,0
101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,98,15686.86,121.8826,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,800,134432,830.8,0.104496264,0.127936209,20,7,0,0,70,ACVA,1,0,0,0,0
102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,98,15686.86,121.8826,0,0,0,0,0,0,0,0,0,1,0,0,2.29,168.04,18.502551,1.0385,26.3,1000,168040,1038.5,0.085381419,0.105036563,20,7,0,0,70,ACVA,1,0,0,0,0
103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,56,6049.12,38.1976,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,50,7904.5,66.295,0.433516177,0.365553159,20,5,0,0,70,ACVA,1,0,0,0,0
104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,56,6049.12,38.1976,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,130,20551.7,172.367,0.227403516,0.181405611,20,5,0,0,70,ACVA,1,0,0,0,0
105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,56,6049.12,38.1976,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,300,47427,397.77,0.113118154,0.087615685,20,5,0,0,70,ACVA,1,0,0,0,0
106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,56,6049.12,38.1976,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,1000,158090,1325.9,0.036853615,0.028002102,20,5,0,0,70,ACVA,1,0,0,0,0
107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,56,6049.12,38.1976,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,150,23713.5,198.885,0.203245548,0.161115156,20,5,0,0,70,ACVA,0,0,0,1,0
108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,56,6049.12,38.1976,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,155,24503.95,205.5145,0.197987305,0.156732472,20,5,0,0,70,ACVA,0,0,0,1,0
109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,56,6049.12,38.1976,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,1500,237135,1988.85,0.024874651,0.018843958,20,5,0,0,70,ACVA,1,0,0,0,0
110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,28,3024.56,19.0988,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,50,7904.5,66.295,0.276744752,0.223655582,20,5,0,0,70,ACVA,1,0,0,0,0
111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,28,3024.56,19.0988,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,60,9485.4,79.554,0.241772156,0.193596127,20,5,0,0,70,ACVA,1,0,0,0,0
112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,28,3024.56,19.0988,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,70,11066.3,92.813,0.214646941,0.170659394,20,5,0,0,70,ACVA,1,0,0,0,0
113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,28,3024.56,19.0988,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,80,12647.2,106.072,0.192994278,0.152581912,20,5,0,0,70,ACVA,1,0,0,0,0
114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,28,3024.56,19.0988,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,100,15809,132.59,0.160594173,0.12590778,20,5,0,0,70,ACVA,1,0,0,0,0
115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,28,3024.56,19.0988,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,125,19761.25,165.7375,0.132738753,0.103328188,20,5,0,0,70,ACVA,1,0,0,0,0
116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.96,108.02,35.577965,0.6821,40.13,28,3024.56,19.0988,0,0,0,0,1,0,0,0,0,0,0,0,1.6,158.09,25.821102,1.3259,46.53,150,23713.5,198.885,0.113118154,0.087615685,20,5,0,0,70,ACVA,1,0,0,0,0
117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,50,8455.5,73.245,0.319109701,0.32598073,20,2.5,0,0,70,ACVA,1,1,0,0,1
118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,70,11837.7,102.543,0.25080219,0.256757051,20,2.5,0,0,70,ACVA,1,1,0,0,1
119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,85,14374.35,124.5165,0.216107738,0.221482364,20,2.5,0,0,70,ACVA,1,1,0,0,1
120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,90,15219.9,131.841,0.206581972,0.211783697,20,2.5,0,0,70,ACVA,1,1,0,0,1
121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,95,16065.45,139.1655,0.197860522,0.2028988,20,2.5,0,0,70,ACVA,1,1,0,0,1
122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,99,16741.89,145.0251,0.191396249,0.196310206,20,2.5,0,0,70,ACVA,0,1,0,0,0
123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,105,17756.55,153.8145,0.182454816,0.187192353,20,2.5,0,0,70,ACVA,0,1,1,0,1
124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,110,18602.1,161.139,0.175617884,0.18021703,20,2.5,0,0,70,ACVA,0,1,1,0,1
125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,115,19447.65,168.4635,0.169274832,0.173742873,20,2.5,0,0,70,ACVA,0,1,1,0,1
126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,120,20293.2,175.788,0.163374011,0.167717743,20,2.5,0,0,70,ACVA,0,1,1,0,1
127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,140,23675.4,205.086,0.143381262,0.147287015,20,2.5,0,0,70,ACVA,0,0,1,0,0
128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,150,25366.5,219.735,0.135114033,0.138831082,20,2.5,0,0,70,ACVA,0,0,1,0,0
129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,40,3962.8,35.424,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,198,33483.78,290.0502,0.105825419,0.10883812,20,2.5,0,0,70,ACVA,0,0,1,0,0
130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,46,4557.22,40.7376,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,54,9131.94,79.1046,0.332907205,0.339927004,20,2.5,0,0,70,ACVA,1,1,0,0,1
131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,46,4557.22,40.7376,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,65,10992.15,95.2185,0.293080684,0.299637898,20,2.5,0,0,70,ACVA,1,1,0,0,1
132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,46,4557.22,40.7376,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,76,12852.36,111.3324,0.261765074,0.267887157,20,2.5,0,0,70,ACVA,1,1,0,0,1
133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,46,4557.22,40.7376,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,87,14712.57,127.4463,0.236495572,0.242220569,20,2.5,0,0,70,ACVA,1,1,0,0,1
134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,46,4557.22,40.7376,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,98,16572.78,143.5602,0.215675343,0.221042248,20,2.5,0,0,70,ACVA,0,1,1,0,1
135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,46,4557.22,40.7376,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,109,18432.99,159.6741,0.198224375,0.20326957,20,2.5,0,0,70,ACVA,0,1,1,0,1
136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,46,4557.22,40.7376,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,131,22153.41,191.9019,0.170614471,0.175110418,20,2.5,0,0,70,ACVA,0,1,1,0,1
137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,46,4557.22,40.7376,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,172,29086.92,251.9628,0.135453604,0.139178491,20,2.5,0,0,70,ACVA,0,0,1,0,0
138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,46,4557.22,40.7376,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,216,36527.76,316.4184,0.110921802,0.114061083,20,2.5,0,0,70,ACVA,0,0,1,0,0
139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,57,9639.27,83.4993,0.373476552,0.380863402,20,2.5,0,0,70,ACVA,1,1,0,0,1
140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,69,11668.59,101.0781,0.329955526,0.336944522,20,2.5,0,0,70,ACVA,1,1,0,0,1
141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,80,13528.8,117.192,0.298111634,0.304732885,20,2.5,0,0,70,ACVA,1,1,0,0,1
142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,91,15389.01,133.3059,0.271873242,0.278142662,20,2.5,0,0,70,ACVA,1,1,0,0,1
143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,92,15558.12,134.7708,0.269715145,0.27595366,20,2.5,0,0,70,ACVA,1,1,0,0,1
144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,103,17418.33,150.8847,0.248055744,0.253967501,20,2.5,0,0,70,ACVA,1,1,0,0,1
145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,107,18094.77,156.7443,0.241017616,0.246816694,20,2.5,0,0,70,ACVA,0,1,1,0,1
146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,126,21307.86,184.5774,0.212392881,0.217700776,20,2.5,0,0,70,ACVA,0,1,1,0,1
147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,138,23337.18,202.1562,0.197572898,0.202605701,20,2.5,0,0,70,ACVA,0,1,1,0,1
148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,143,24182.73,209.4807,0.191991056,0.196916566,20,2.5,0,0,70,ACVA,0,1,1,0,1
149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,149,25197.39,218.2701,0.185695519,0.190497595,20,2.5,0,0,70,ACVA,0,0,1,0,0
150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,161,27226.71,235.8489,0.174266827,0.178838266,20,2.5,0,0,70,ACVA,0,0,1,0,0
151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,170,28748.7,249.033,0.166577764,0.170989268,20,2.5,0,0,70,ACVA,0,0,1,0,0
152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,172,29086.92,251.9628,0.164960334,0.169337706,20,2.5,0,0,70,ACVA,0,0,1,0,0
153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,201,33991.11,294.4449,0.144601641,0.148534873,20,2.5,0,0,70,ACVA,0,0,1,0,0
154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,58,5746.06,51.3648,0,1,0,0,0,0,0,0,0,0,0,0,0.69,169.11,28.545895,1.4649,46.17,207,35005.77,303.2343,0.141001275,0.14485316,20,2.5,0,0,70,ACVA,0,0,1,0,0
